BusNo,BusName,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96
2590,B314,-4.9622957,-4.7106783,-4.7222957,-4.0983652,-4.5118609,-4.0478609,-2.8706087,-2.6819478,-3.1341913,-3.6559304,-3.9549217,-3.3869913,-3.2998957,-3.7389913,-3.344487,-3.1761391,-3.2033391,-2.9750261,-2.3790609,-2.1017739,-2.069913,-2.0590609,-1.647513,-1.6198261,-1.7740522,-2.0962087,-3.0646957,-3.4941217,-3.8222609,-5.0193391,-5.0889739,-5.0444522,-5.2143304,-5.7510957,-5.777113,-5.0848696,-4.6235826,-4.9072,-4.6594087,-3.6124522,-3.9624348,-4.1986087,-4.3023304,-3.8225391,-4.6828522,-4.7521391,-3.9202087,-3.6661565,-3.178713,-3.0695652,-3.3245913,-3.8018783,-3.911513,-4.1219478,-3.1577739,-2.3254957,-2.7858783,-2.6777739,-3.7373217,-3.9049043,-3.4803478,-3.9967304,-3.3890087,-2.9647304,-4.3984696,-5.2064,-4.4688696,-4.1038609,-4.1839304,-4.4758957,-4.157287,-3.8923826,-4.0727652,-4.629287,-4.4515478,-6.3225043,-7.9606957,-7.1769739,-6.136,-6.0114087,-4.9175652,-6.5715478,-7.0034087,-8.705113,-10.1190957,-10.3676522,-9.4686609,-8.8939826,-7.6166957,-7.2732522,-6.7949913,-6.8147478,-6.3986087,-6.3778087,-6.666713,-6.3670957
2593,B315,-1.8608609,-1.7665043,-1.7708609,-1.536887,-1.6919478,-1.5179478,-1.0764783,-1.0057304,-1.1753217,-1.3709739,-1.4830957,-1.2701217,-1.2374609,-1.4021217,-1.2541826,-1.1910522,-1.2012522,-1.1156348,-0.8921478,-0.7881652,-0.7762174,-0.7721478,-0.6178174,-0.6074348,-0.6652696,-0.7860783,-1.1492609,-1.3102957,-1.4333478,-1.8822522,-1.9083652,-1.8916696,-1.9553739,-2.1566609,-2.1664174,-1.9068261,-1.7338435,-1.8402,-1.7472783,-1.3546696,-1.485913,-1.5744783,-1.6133739,-1.4334522,-1.7560696,-1.7820522,-1.4700783,-1.3748087,-1.1920174,-1.151087,-1.2467217,-1.4257043,-1.4668174,-1.5457304,-1.1841652,-0.8720609,-1.0447043,-1.0041652,-1.4014957,-1.4643391,-1.3051304,-1.4987739,-1.2708783,-1.1117739,-1.6494261,-1.9524,-1.6758261,-1.5389478,-1.5689739,-1.6784609,-1.5589826,-1.4596435,-1.527287,-1.7359826,-1.6693304,-2.3709391,-2.9852609,-2.6913652,-2.301,-2.2542783,-1.844087,-2.4643304,-2.6262783,-3.2644174,-3.7946609,-3.8878696,-3.5507478,-3.3352435,-2.8562609,-2.7274696,-2.5481217,-2.5555304,-2.3994783,-2.3916783,-2.5000174,-2.3876609
2596,B316,-0.620287,-0.5888348,-0.590287,-0.5122957,-0.5639826,-0.5059826,-0.3588261,-0.3352435,-0.3917739,-0.4569913,-0.4943652,-0.4233739,-0.412487,-0.4673739,-0.4180609,-0.3970174,-0.4004174,-0.3718783,-0.2973826,-0.2627217,-0.2587391,-0.2573826,-0.2059391,-0.2024783,-0.2217565,-0.2620261,-0.383087,-0.4367652,-0.4777826,-0.6274174,-0.6361217,-0.6305565,-0.6517913,-0.718887,-0.7221391,-0.6356087,-0.5779478,-0.6134,-0.5824261,-0.4515565,-0.4953043,-0.5248261,-0.5377913,-0.4778174,-0.5853565,-0.5940174,-0.4900261,-0.4582696,-0.3973391,-0.3836957,-0.4155739,-0.4752348,-0.4889391,-0.5152435,-0.3947217,-0.290687,-0.3482348,-0.3347217,-0.4671652,-0.488113,-0.4350435,-0.4995913,-0.4236261,-0.3705913,-0.5498087,-0.6508,-0.5586087,-0.5129826,-0.5229913,-0.559487,-0.5196609,-0.4865478,-0.5090957,-0.5786609,-0.5564435,-0.790313,-0.995087,-0.8971217,-0.767,-0.7514261,-0.6146957,-0.8214435,-0.8754261,-1.0881391,-1.264887,-1.2959565,-1.1835826,-1.1117478,-0.952087,-0.9091565,-0.8493739,-0.8518435,-0.7998261,-0.7972261,-0.8333391,-0.795887
2597,B317,-0.620287,-0.5888348,-0.590287,-0.5122957,-0.5639826,-0.5059826,-0.3588261,-0.3352435,-0.3917739,-0.4569913,-0.4943652,-0.4233739,-0.412487,-0.4673739,-0.4180609,-0.3970174,-0.4004174,-0.3718783,-0.2973826,-0.2627217,-0.2587391,-0.2573826,-0.2059391,-0.2024783,-0.2217565,-0.2620261,-0.383087,-0.4367652,-0.4777826,-0.6274174,-0.6361217,-0.6305565,-0.6517913,-0.718887,-0.7221391,-0.6356087,-0.5779478,-0.6134,-0.5824261,-0.4515565,-0.4953043,-0.5248261,-0.5377913,-0.4778174,-0.5853565,-0.5940174,-0.4900261,-0.4582696,-0.3973391,-0.3836957,-0.4155739,-0.4752348,-0.4889391,-0.5152435,-0.3947217,-0.290687,-0.3482348,-0.3347217,-0.4671652,-0.488113,-0.4350435,-0.4995913,-0.4236261,-0.3705913,-0.5498087,-0.6508,-0.5586087,-0.5129826,-0.5229913,-0.559487,-0.5196609,-0.4865478,-0.5090957,-0.5786609,-0.5564435,-0.790313,-0.995087,-0.8971217,-0.767,-0.7514261,-0.6146957,-0.8214435,-0.8754261,-1.0881391,-1.264887,-1.2959565,-1.1835826,-1.1117478,-0.952087,-0.9091565,-0.8493739,-0.8518435,-0.7998261,-0.7972261,-0.8333391,-0.795887
2598,B318,-0.620287,-0.5888348,-0.590287,-0.5122957,-0.5639826,-0.5059826,-0.3588261,-0.3352435,-0.3917739,-0.4569913,-0.4943652,-0.4233739,-0.412487,-0.4673739,-0.4180609,-0.3970174,-0.4004174,-0.3718783,-0.2973826,-0.2627217,-0.2587391,-0.2573826,-0.2059391,-0.2024783,-0.2217565,-0.2620261,-0.383087,-0.4367652,-0.4777826,-0.6274174,-0.6361217,-0.6305565,-0.6517913,-0.718887,-0.7221391,-0.6356087,-0.5779478,-0.6134,-0.5824261,-0.4515565,-0.4953043,-0.5248261,-0.5377913,-0.4778174,-0.5853565,-0.5940174,-0.4900261,-0.4582696,-0.3973391,-0.3836957,-0.4155739,-0.4752348,-0.4889391,-0.5152435,-0.3947217,-0.290687,-0.3482348,-0.3347217,-0.4671652,-0.488113,-0.4350435,-0.4995913,-0.4236261,-0.3705913,-0.5498087,-0.6508,-0.5586087,-0.5129826,-0.5229913,-0.559487,-0.5196609,-0.4865478,-0.5090957,-0.5786609,-0.5564435,-0.790313,-0.995087,-0.8971217,-0.767,-0.7514261,-0.6146957,-0.8214435,-0.8754261,-1.0881391,-1.264887,-1.2959565,-1.1835826,-1.1117478,-0.952087,-0.9091565,-0.8493739,-0.8518435,-0.7998261,-0.7972261,-0.8333391,-0.795887
2601,B319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0045137,-0.0263242,-0.0349726,-0.0398568,-0.0500126,-0.0503916,-0.1052884,-0.1285979,-0.0575326,-0.1282274,-0.2222316,-0.1989137,-0.1895158,-0.1105516,-0.1026526,-0.2365221,-0.2643453,-0.3203705,-0.37264,-0.3700126,-0.3421811,-0.3891874,-0.4030989,-0.3121011,-0.2564463,-0.3542147,-0.2854063,-0.3188716,-0.4061053,-0.3718905,-0.5166568,-0.1515368,-0.4196463,-0.2008,-0.1214568,-0.1019032,-0.1022821,-0.0522695,-0.0688084,-0.0733221,-0.06656,-0.0579116,-0.0548968,-0.0244379,-0.0447495,-0.0304589,-0.0090274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,B320,-1.6127461,-1.5309704,-1.5347461,-1.3319687,-1.4663548,-1.3155548,-0.9329478,-0.871633,-1.0186122,-1.1881774,-1.2853496,-1.1007722,-1.0724661,-1.2151722,-1.0869583,-1.0322452,-1.0410852,-0.9668835,-0.7731948,-0.6830765,-0.6727217,-0.6691948,-0.5354417,-0.5264435,-0.576567,-0.6812678,-0.9960261,-1.1355896,-1.2422348,-1.6312852,-1.6539165,-1.639447,-1.6946574,-1.8691061,-1.8775617,-1.6525826,-1.5026643,-1.59484,-1.5143078,-1.174047,-1.2877913,-1.3645478,-1.3982574,-1.2423252,-1.521927,-1.5444452,-1.2740678,-1.1915009,-1.0330817,-0.9976087,-1.0804922,-1.2356104,-1.2712417,-1.339633,-1.0262765,-0.7557861,-0.9054104,-0.8702765,-1.2146296,-1.2690939,-1.131113,-1.2989374,-1.1014278,-0.9635374,-1.4295026,-1.69208,-1.4523826,-1.3337548,-1.3597774,-1.4546661,-1.3511183,-1.2650243,-1.3236487,-1.5045183,-1.446753,-2.0548139,-2.5872261,-2.3325165,-1.9942,-1.9537078,-1.5982087,-2.135753,-2.2761078,-2.8291617,-3.2887061,-3.369487,-3.0773148,-2.8905443,-2.4754261,-2.363807,-2.2083722,-2.214793,-2.0795478,-2.0727878,-2.1666817,-2.0693061
2607,B321,-0.9924591,-0.9421357,-0.9444591,-0.819673,-0.9023722,-0.8095722,-0.5741217,-0.5363896,-0.6268383,-0.7311861,-0.7909843,-0.6773983,-0.6599791,-0.7477983,-0.6688974,-0.6352278,-0.6406678,-0.5950052,-0.4758122,-0.4203548,-0.4139826,-0.4118122,-0.3295026,-0.3239652,-0.3548104,-0.4192417,-0.6129391,-0.6988243,-0.7644522,-1.0038678,-1.0177948,-1.0088904,-1.0428661,-1.1502191,-1.1554226,-1.0169739,-0.9247165,-0.98144,-0.9318817,-0.7224904,-0.792487,-0.8397217,-0.8604661,-0.7645078,-0.9365704,-0.9504278,-0.7840417,-0.7332313,-0.6357426,-0.613913,-0.6649183,-0.7603757,-0.7823026,-0.8243896,-0.6315548,-0.4650991,-0.5571757,-0.5355548,-0.7474643,-0.7809809,-0.6960696,-0.7993461,-0.6778017,-0.5929461,-0.8796939,-1.04128,-0.8937739,-0.8207722,-0.8367861,-0.8951791,-0.8314574,-0.7784765,-0.814553,-0.9258574,-0.8903096,-1.2645009,-1.5921391,-1.4353948,-1.2272,-1.2022817,-0.983513,-1.3143096,-1.4006817,-1.7410226,-2.0238191,-2.0735304,-1.8937322,-1.7787965,-1.5233391,-1.4546504,-1.3589983,-1.3629496,-1.2797217,-1.2755617,-1.3333426,-1.2734191
2610,B322,-1.8608609,-1.7665043,-1.7708609,-1.536887,-1.6919478,-1.5179478,-1.0764783,-1.0057304,-1.1753217,-1.3709739,-1.4830957,-1.2701217,-1.2374609,-1.4021217,-1.2541826,-1.1910522,-1.2012522,-1.1156348,-0.8921478,-0.7881652,-0.7762174,-0.7721478,-0.6178174,-0.6074348,-0.6652696,-0.7860783,-1.1492609,-1.3102957,-1.4333478,-1.8822522,-1.9083652,-1.8916696,-1.9553739,-2.1566609,-2.1664174,-1.9068261,-1.7338435,-1.8402,-1.7472783,-1.3546696,-1.485913,-1.5744783,-1.6133739,-1.4334522,-1.7560696,-1.7820522,-1.4700783,-1.3748087,-1.1920174,-1.151087,-1.2467217,-1.4257043,-1.4668174,-1.5457304,-1.1841652,-0.8720609,-1.0447043,-1.0041652,-1.4014957,-1.4643391,-1.3051304,-1.4987739,-1.2708783,-1.1117739,-1.6494261,-1.9524,-1.6758261,-1.5389478,-1.5689739,-1.6784609,-1.5589826,-1.4596435,-1.527287,-1.7359826,-1.6693304,-2.3709391,-2.9852609,-2.6913652,-2.301,-2.2542783,-1.844087,-2.4643304,-2.6262783,-3.2644174,-3.7946609,-3.8878696,-3.5507478,-3.3352435,-2.8562609,-2.7274696,-2.5481217,-2.5555304,-2.3994783,-2.3916783,-2.5000174,-2.3876609
2613,B323,-0.7443443,-0.7066017,-0.7083443,-0.6147548,-0.6767791,-0.6071791,-0.4305913,-0.4022922,-0.4701287,-0.5483896,-0.5932383,-0.5080487,-0.4949843,-0.5608487,-0.501673,-0.4764209,-0.4805009,-0.4462539,-0.3568591,-0.3152661,-0.310487,-0.3088591,-0.247127,-0.2429739,-0.2661078,-0.3144313,-0.4597043,-0.5241183,-0.5733391,-0.7529009,-0.7633461,-0.7566678,-0.7821496,-0.8626643,-0.866567,-0.7627304,-0.6935374,-0.73608,-0.6989113,-0.5418678,-0.5943652,-0.6297913,-0.6453496,-0.5733809,-0.7024278,-0.7128209,-0.5880313,-0.5499235,-0.476807,-0.4604348,-0.4986887,-0.5702817,-0.586727,-0.6182922,-0.4736661,-0.3488243,-0.4178817,-0.4016661,-0.5605983,-0.5857357,-0.5220522,-0.5995096,-0.5083513,-0.4447096,-0.6597704,-0.78096,-0.6703304,-0.6155791,-0.6275896,-0.6713843,-0.623593,-0.5838574,-0.6109148,-0.694393,-0.6677322,-0.9483757,-1.1941043,-1.0765461,-0.9204,-0.9017113,-0.7376348,-0.9857322,-1.0505113,-1.305767,-1.5178643,-1.5551478,-1.4202991,-1.3340974,-1.1425043,-1.0909878,-1.0192487,-1.0222122,-0.9597913,-0.9566713,-1.000007,-0.9550643
2616,B324,-2.4811478,-2.3553391,-2.3611478,-2.0491826,-2.2559304,-2.0239304,-1.4353043,-1.3409739,-1.5670957,-1.8279652,-1.9774609,-1.6934957,-1.6499478,-1.8694957,-1.6722435,-1.5880696,-1.6016696,-1.487513,-1.1895304,-1.050887,-1.0349565,-1.0295304,-0.8237565,-0.809913,-0.8870261,-1.0481043,-1.5323478,-1.7470609,-1.9111304,-2.5096696,-2.544487,-2.5222261,-2.6071652,-2.8755478,-2.8885565,-2.5424348,-2.3117913,-2.4536,-2.3297043,-1.8062261,-1.9812174,-2.0993043,-2.1511652,-1.9112696,-2.3414261,-2.3760696,-1.9601043,-1.8330783,-1.5893565,-1.5347826,-1.6622957,-1.9009391,-1.9557565,-2.0609739,-1.578887,-1.1627478,-1.3929391,-1.338887,-1.8686609,-1.9524522,-1.7401739,-1.9983652,-1.6945043,-1.4823652,-2.1992348,-2.6032,-2.2344348,-2.0519304,-2.0919652,-2.2379478,-2.0786435,-1.9461913,-2.0363826,-2.3146435,-2.2257739,-3.1612522,-3.9803478,-3.588487,-3.068,-3.0057043,-2.4587826,-3.2857739,-3.5017043,-4.3525565,-5.0595478,-5.1838261,-4.7343304,-4.4469913,-3.8083478,-3.6366261,-3.3974957,-3.4073739,-3.1993043,-3.1889043,-3.3333565,-3.1835478
2619,B325,-0.9924591,-0.9421357,-0.9444591,-0.819673,-0.9023722,-0.8095722,-0.5741217,-0.5363896,-0.6268383,-0.7311861,-0.7909843,-0.6773983,-0.6599791,-0.7477983,-0.6688974,-0.6352278,-0.6406678,-0.5950052,-0.4758122,-0.4203548,-0.4139826,-0.4118122,-0.3295026,-0.3239652,-0.3548104,-0.4192417,-0.6129391,-0.6988243,-0.7644522,-1.0038678,-1.0177948,-1.0088904,-1.0428661,-1.1502191,-1.1554226,-1.0169739,-0.9247165,-0.98144,-0.9318817,-0.7224904,-0.792487,-0.8397217,-0.8604661,-0.7645078,-0.9365704,-0.9504278,-0.7840417,-0.7332313,-0.6357426,-0.613913,-0.6649183,-0.7603757,-0.7823026,-0.8243896,-0.6315548,-0.4650991,-0.5571757,-0.5355548,-0.7474643,-0.7809809,-0.6960696,-0.7993461,-0.6778017,-0.5929461,-0.8796939,-1.04128,-0.8937739,-0.8207722,-0.8367861,-0.8951791,-0.8314574,-0.7784765,-0.814553,-0.9258574,-0.8903096,-1.2645009,-1.5921391,-1.4353948,-1.2272,-1.2022817,-0.983513,-1.3143096,-1.4006817,-1.7410226,-2.0238191,-2.0735304,-1.8937322,-1.7787965,-1.5233391,-1.4546504,-1.3589983,-1.3629496,-1.2797217,-1.2755617,-1.3333426,-1.2734191
2622,B326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270821,-0.1579453,-0.2098358,-0.2391411,-0.3000758,-0.3023495,-0.6317305,-0.7715874,-0.3451958,-0.7693642,-1.3333895,-1.1934821,-1.1370947,-0.6633095,-0.6159158,-1.4191326,-1.5860716,-1.9222232,-2.23584,-2.2200758,-2.0530863,-2.3351242,-2.4185937,-1.8726063,-1.5386779,-2.1252884,-1.7124379,-1.9132295,-2.4366316,-2.2313432,-3.0999411,-0.9092211,-2.5178779,-1.2048,-0.7287411,-0.6114189,-0.6136926,-0.3136168,-0.4128505,-0.4399326,-0.39936,-0.3474695,-0.3293811,-0.1466274,-0.2684968,-0.1827537,-0.0541642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,B327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297903,-0.1737398,-0.2308194,-0.2630552,-0.3300834,-0.3325844,-0.6949036,-0.8487461,-0.3797154,-0.8463006,-1.4667284,-1.3128303,-1.2508042,-0.7296404,-0.6775074,-1.5610459,-1.7446787,-2.1144455,-2.459424,-2.4420834,-2.2583949,-2.5686366,-2.6604531,-2.0598669,-1.6925457,-2.3378173,-1.8836817,-2.1045524,-2.6802947,-2.4544775,-3.4099352,-1.0001432,-2.7696657,-1.32528,-0.8016152,-0.6725608,-0.6750619,-0.3449785,-0.4541356,-0.4839259,-0.439296,-0.3822164,-0.3623192,-0.1612901,-0.2953465,-0.2010291,-0.0595806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,B328,-0.9924591,-0.9421357,-0.9444591,-0.819673,-0.9023722,-0.8095722,-0.5741217,-0.5363896,-0.6268383,-0.7311861,-0.7909843,-0.6773983,-0.6599791,-0.7477983,-0.6688974,-0.6352278,-0.6406678,-0.5950052,-0.4758122,-0.4203548,-0.4139826,-0.4118122,-0.3295026,-0.3239652,-0.3548104,-0.4192417,-0.6129391,-0.6988243,-0.7644522,-1.0038678,-1.0177948,-1.0088904,-1.0428661,-1.1502191,-1.1554226,-1.0169739,-0.9247165,-0.98144,-0.9318817,-0.7224904,-0.792487,-0.8397217,-0.8604661,-0.7645078,-0.9365704,-0.9504278,-0.7840417,-0.7332313,-0.6357426,-0.613913,-0.6649183,-0.7603757,-0.7823026,-0.8243896,-0.6315548,-0.4650991,-0.5571757,-0.5355548,-0.7474643,-0.7809809,-0.6960696,-0.7993461,-0.6778017,-0.5929461,-0.8796939,-1.04128,-0.8937739,-0.8207722,-0.8367861,-0.8951791,-0.8314574,-0.7784765,-0.814553,-0.9258574,-0.8903096,-1.2645009,-1.5921391,-1.4353948,-1.2272,-1.2022817,-0.983513,-1.3143096,-1.4006817,-1.7410226,-2.0238191,-2.0735304,-1.8937322,-1.7787965,-1.5233391,-1.4546504,-1.3589983,-1.3629496,-1.2797217,-1.2755617,-1.3333426,-1.2734191
2629,B329,-1.2653854,-1.201223,-1.2041854,-1.0450831,-1.1505245,-1.0322045,-0.7320052,-0.6838967,-0.7992188,-0.9322623,-1.008505,-0.8636828,-0.8414734,-0.9534428,-0.8528442,-0.8099155,-0.8168515,-0.7586317,-0.6066605,-0.5359523,-0.5278278,-0.5250605,-0.4201158,-0.4130557,-0.4523833,-0.5345332,-0.7814974,-0.891001,-0.9746765,-1.2799315,-1.2976883,-1.2863353,-1.3296543,-1.4665294,-1.4731638,-1.2966417,-1.1790136,-1.251336,-1.1881492,-0.9211753,-1.0104209,-1.0706452,-1.0970943,-0.9747475,-1.1941273,-1.2117955,-0.9996532,-0.9348699,-0.8105718,-0.7827391,-0.8477708,-0.969479,-0.9974358,-1.0510967,-0.8052323,-0.5930014,-0.710399,-0.6828323,-0.953017,-0.9957506,-0.8874887,-1.0191663,-0.8641972,-0.7560063,-1.1216097,-1.327632,-1.1395617,-1.0464845,-1.0669023,-1.1413534,-1.0601082,-0.9925576,-1.0385551,-1.1804682,-1.1351447,-1.6122386,-2.0299774,-1.8301283,-1.56468,-1.5329092,-1.2539791,-1.6757447,-1.7858692,-2.2198038,-2.5803694,-2.6437513,-2.4145085,-2.2679656,-1.9422574,-1.8546793,-1.7327228,-1.7377607,-1.6316452,-1.6263412,-1.7000118,-1.6236094
2630,B330,-0.620287,-0.5888348,-0.590287,-0.5122957,-0.5639826,-0.5059826,-0.3588261,-0.3352435,-0.3917739,-0.4569913,-0.4943652,-0.4233739,-0.412487,-0.4673739,-0.4180609,-0.3970174,-0.4004174,-0.3718783,-0.2973826,-0.2627217,-0.2587391,-0.2573826,-0.2059391,-0.2024783,-0.2217565,-0.2620261,-0.383087,-0.4367652,-0.4777826,-0.6274174,-0.6361217,-0.6305565,-0.6517913,-0.718887,-0.7221391,-0.6356087,-0.5779478,-0.6134,-0.5824261,-0.4515565,-0.4953043,-0.5248261,-0.5377913,-0.4778174,-0.5853565,-0.5940174,-0.4900261,-0.4582696,-0.3973391,-0.3836957,-0.4155739,-0.4752348,-0.4889391,-0.5152435,-0.3947217,-0.290687,-0.3482348,-0.3347217,-0.4671652,-0.488113,-0.4350435,-0.4995913,-0.4236261,-0.3705913,-0.5498087,-0.6508,-0.5586087,-0.5129826,-0.5229913,-0.559487,-0.5196609,-0.4865478,-0.5090957,-0.5786609,-0.5564435,-0.790313,-0.995087,-0.8971217,-0.767,-0.7514261,-0.6146957,-0.8214435,-0.8754261,-1.0881391,-1.264887,-1.2959565,-1.1835826,-1.1117478,-0.952087,-0.9091565,-0.8493739,-0.8518435,-0.7998261,-0.7972261,-0.8333391,-0.795887
2631,B331,-1.8608609,-1.7665043,-1.7708609,-1.536887,-1.6919478,-1.5179478,-1.0764783,-1.0057304,-1.1753217,-1.3709739,-1.4830957,-1.2701217,-1.2374609,-1.4021217,-1.2541826,-1.1910522,-1.2012522,-1.1156348,-0.8921478,-0.7881652,-0.7762174,-0.7721478,-0.6178174,-0.6074348,-0.6652696,-0.7860783,-1.1492609,-1.3102957,-1.4333478,-1.8822522,-1.9083652,-1.8916696,-1.9553739,-2.1566609,-2.1664174,-1.9068261,-1.7338435,-1.8402,-1.7472783,-1.3546696,-1.485913,-1.5744783,-1.6133739,-1.4334522,-1.7560696,-1.7820522,-1.4700783,-1.3748087,-1.1920174,-1.151087,-1.2467217,-1.4257043,-1.4668174,-1.5457304,-1.1841652,-0.8720609,-1.0447043,-1.0041652,-1.4014957,-1.4643391,-1.3051304,-1.4987739,-1.2708783,-1.1117739,-1.6494261,-1.9524,-1.6758261,-1.5389478,-1.5689739,-1.6784609,-1.5589826,-1.4596435,-1.527287,-1.7359826,-1.6693304,-2.3709391,-2.9852609,-2.6913652,-2.301,-2.2542783,-1.844087,-2.4643304,-2.6262783,-3.2644174,-3.7946609,-3.8878696,-3.5507478,-3.3352435,-2.8562609,-2.7274696,-2.5481217,-2.5555304,-2.3994783,-2.3916783,-2.5000174,-2.3876609
2632,B332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225684,-0.1316211,-0.1748632,-0.1992842,-0.2500632,-0.2519579,-0.5264421,-0.6429895,-0.2876632,-0.6411368,-1.1111579,-0.9945684,-0.9475789,-0.5527579,-0.5132632,-1.1826105,-1.3217263,-1.6018526,-1.8632,-1.8500632,-1.7109053,-1.9459368,-2.0154947,-1.5605053,-1.2822316,-1.7710737,-1.4270316,-1.5943579,-2.0305263,-1.8594526,-2.5832842,-0.7576842,-2.0982316,-1.004,-0.6072842,-0.5095158,-0.5114105,-0.2613474,-0.3440421,-0.3666105,-0.3328,-0.2895579,-0.2744842,-0.1221895,-0.2237474,-0.1522947,-0.0451368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,B333,-0.8684017,-0.8243687,-0.8264017,-0.7172139,-0.7895757,-0.7083757,-0.5023565,-0.4693409,-0.5484835,-0.6397878,-0.6921113,-0.5927235,-0.5774817,-0.6543235,-0.5852852,-0.5558243,-0.5605843,-0.5206296,-0.4163357,-0.3678104,-0.3622348,-0.3603357,-0.2883148,-0.2834696,-0.3104591,-0.3668365,-0.5363217,-0.6114713,-0.6688957,-0.8783843,-0.8905704,-0.8827791,-0.9125078,-1.0064417,-1.0109948,-0.8898522,-0.809127,-0.85876,-0.8153965,-0.6321791,-0.6934261,-0.7347565,-0.7529078,-0.6689443,-0.8194991,-0.8316243,-0.6860365,-0.6415774,-0.5562748,-0.5371739,-0.5818035,-0.6653287,-0.6845148,-0.7213409,-0.5526104,-0.4069617,-0.4875287,-0.4686104,-0.6540313,-0.6833583,-0.6090609,-0.6994278,-0.5930765,-0.5188278,-0.7697322,-0.91112,-0.7820522,-0.7181757,-0.7321878,-0.7832817,-0.7275252,-0.681167,-0.7127339,-0.8101252,-0.7790209,-1.1064383,-1.3931217,-1.2559704,-1.0738,-1.0519965,-0.8605739,-1.1500209,-1.2255965,-1.5233948,-1.7708417,-1.8143391,-1.6570157,-1.556447,-1.3329217,-1.2728191,-1.1891235,-1.1925809,-1.1197565,-1.1161165,-1.1666748,-1.1142417
2636,B334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338526,-0.1974316,-0.2622947,-0.2989263,-0.3750947,-0.3779368,-0.7896632,-0.9644842,-0.4314947,-0.9617053,-1.6667368,-1.4918526,-1.4213684,-0.8291368,-0.7698947,-1.7739158,-1.9825895,-2.4027789,-2.7948,-2.7750947,-2.5663579,-2.9189053,-3.0232421,-2.3407579,-1.9233474,-2.6566105,-2.1405474,-2.3915368,-3.0457895,-2.7891789,-3.8749263,-1.1365263,-3.1473474,-1.506,-0.9109263,-0.7642737,-0.7671158,-0.3920211,-0.5160632,-0.5499158,-0.4992,-0.4343368,-0.4117263,-0.1832842,-0.3356211,-0.2284421,-0.0677053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,B335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338526,-0.1974316,-0.2622947,-0.2989263,-0.3750947,-0.3779368,-0.7896632,-0.9644842,-0.4314947,-0.9617053,-1.6667368,-1.4918526,-1.4213684,-0.8291368,-0.7698947,-1.7739158,-1.9825895,-2.4027789,-2.7948,-2.7750947,-2.5663579,-2.9189053,-3.0232421,-2.3407579,-1.9233474,-2.6566105,-2.1405474,-2.3915368,-3.0457895,-2.7891789,-3.8749263,-1.1365263,-3.1473474,-1.506,-0.9109263,-0.7642737,-0.7671158,-0.3920211,-0.5160632,-0.5499158,-0.4992,-0.4343368,-0.4117263,-0.1832842,-0.3356211,-0.2284421,-0.0677053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
